player,date,url,textblob_Sentiment,key_words_score,sentiment_bert_average_score,sentiment_roberta_average_score,sentiment_xlnet_average_score,sentiment_distilbert_average_score,bert_relevance,nltk_Sentiment,number_of_articles
Al Horford,2015-16,['https://www.bbc.co.uk/sport/football/35012676'],0.097836858041776,0.6000000000000001,0.5821697142991152,0.530918842012232,0.5714431215416301,0.5202477818185632,0.5821897983551025,0.999,1
Al Jefferson,2015-16,['https://www.bbc.co.uk/sport/football/35012676'],0.097836858041776,0.6000000000000001,0.5967078452760523,0.536966548724608,0.5866213847290386,0.521548330783844,0.5651247501373291,-0.5076,1
Avery Bradley,2015-16,"['https://www.bbc.co.uk/sport/wales/34764145', 'https://www.bbc.co.uk/sport/athletics/34766516', 'https://www.bbc.co.uk/sport/football/35012676']",0.10450028363721703,0.8666666666666667,0.6231121240240155,0.5311098957395219,0.5864852966962161,0.5267383822333285,0.5934475064277649,0.8823,3
Bradley Beal,2015-16,['https://www.bbc.co.uk/sport/football/35012676'],0.097836858041776,0.6000000000000001,0.5800725411285054,0.5446611615744504,0.5676735070618716,0.5279429175636985,0.5873369574546814,0.8095,1
Chris Bosh,2015-16,"['https://www.bbc.co.uk/sport/american-football/35519220', 'https://www.bbc.co.uk/sport/basketball/35966833']",0.15366002193653705,0.4,0.5799698933959008,0.5420895628631115,0.5752801552414895,0.5291762597858906,0.5747102499008179,0.9270499999999999,2
Chris Paul,2015-16,['https://www.bbc.co.uk/sport/football/34869127'],0.1470238095238095,0.6000000000000001,0.7201914588610331,0.5408337116241455,0.512832522392273,0.5447984139124552,0.569281816482544,0.8625,1
Courtney Lee,2015-16,['https://www.bbc.co.uk/sport/rugby-union/35355000'],0.1295482295482295,1.0,0.5810873111089071,0.5264718532562256,0.5895823339621226,0.521499494711558,0.5749678015708923,0.8777,1
DeAndre Jordan,2015-16,"['https://www.bbc.co.uk/sport/basketball/35666842', 'https://www.bbc.co.uk/sport/35769888']",0.2266975308641975,0.8,0.5792535990476608,0.5308859811888801,0.6181166072686513,0.53020469016499,0.5868940353393555,0.99245,2
DeMar DeRozan,2015-16,['https://www.bbc.co.uk/sport/basketball/35319985'],0.2285714285714286,1.0,0.653194934129715,0.5624204277992249,0.5966897904872894,0.5391274988651276,0.5757578611373901,0.9758,1
DeMarcus Cousins,2015-16,['https://www.bbc.co.uk/sport/american-football/35519220'],0.1363253749617386,0.6000000000000001,0.5642393305897713,0.5189409181475639,0.5905982181429863,0.5166824460029602,0.5997127890586853,0.9972,1
Derrick Rose,2015-16,['https://www.bbc.co.uk/sport/american-football/35523777'],0.0772762184052506,0.8,0.5799543460210165,0.5381501317024231,0.5614402890205383,0.5221515496571859,0.5742531418800354,0.999,1
Enes Freedom,2015-16,['https://www.bbc.co.uk/sport/cricket/35552782'],0.147038961038961,0.8,0.5880355596542358,0.5390526294708252,0.5735649347305298,0.5376726150512695,0.5410334467887878,0.9914,1
Eric Gordon,2015-16,"['https://www.bbc.co.uk/sport/football/34825685', 'https://www.bbc.co.uk/sport/baseball/34655158']",0.0285549371263657,0.8,0.5636886514368511,0.5301085980165572,0.5701354898157573,0.5304632201081231,0.577881395816803,0.9972,2
Gordon Hayward,2015-16,['https://www.bbc.co.uk/sport/rugby-union/34933521'],0.0076486013986013,0.8,0.573216845591863,0.5390729705492655,0.6023035148779551,0.5187213520208994,0.5710499882698059,0.9981,1
Jeff Green,2015-16,"['http://www.bbc.co.uk/sport/football/35472500', 'https://www.bbc.co.uk/sport/football/35431836', 'https://www.bbc.co.uk/sport/darts/35236239', 'http://www.bbc.co.uk/sport/football/35472500', 'https://www.bbc.co.uk/sport/football/35431836', 'https://www.bbc.co.uk/sport/darts/35236239']",0.0979985119047619,0.7333333333333334,0.6000171403090159,0.5305690517028173,0.6061174935764736,0.5235261271397272,0.5847901105880737,0.5272,6
Jimmy Butler,2015-16,"['https://www.bbc.co.uk/sport/boxing/35125589', 'https://www.bbc.co.uk/sport/cricket/35209080']",0.1106804155046342,0.8,0.5866353550514618,0.5322264494834008,0.5710722997591093,0.5236626286785324,0.5749273300170898,0.99355,2
John Wall,2015-16,['https://www.bbc.co.uk/sport/34649949'],0.1980902777777778,0.8,0.5694746772448221,0.5309685468673706,0.5661199887593588,0.5265501538912455,0.569769024848938,0.9981,1
Josh Smith,2015-16,"['https://www.bbc.co.uk/sport/football/35851946', 'https://www.bbc.co.uk/sport/rugby-union/35832127', 'https://www.bbc.co.uk/sport/cricket/35533658']",0.16761904761904758,0.8666666666666667,0.5730511244800356,0.5271657049655915,0.5693974945280287,0.5306619763374328,0.590202271938324,0.6904666666666667,3
José Calderón,2015-16,"['http://www.bbc.co.uk/sport/football/35226296', 'https://www.bbc.co.uk/sport/football/35089239', 'https://www.bbc.co.uk/sport/34815412', 'https://www.bbc.co.uk/sport/35228173', 'https://www.bbc.co.uk/sport/34683880', 'https://www.bbc.co.uk/sport/35955213', 'https://www.bbc.co.uk/sport/football/35430901', 'https://www.bbc.co.uk/sport/football/35125699']",0.1463555387014602,0.47500000000000003,0.5930769214613569,0.5342092991316457,0.5845684044215469,0.5256907703937174,0.5619352459907532,0.6561625,8
Kevin Durant,2015-16,['https://www.bbc.co.uk/sport/football/34583181'],0.1378085037567796,1.0,0.5866812742673434,0.5419114048664386,0.5924087808682368,0.5244008256838872,0.5810863375663757,0.999,1
Kevin Love,2015-16,['http://www.bbc.co.uk/sport/0/football/35737587'],0.1647849462365591,0.8,0.6857302039861679,0.537990927696228,0.545045018196106,0.5339388698339462,0.578841507434845,0.9972,1
Kobe Bryant,2015-16,"['http://www.bbc.co.uk/sport/basketball/35012254', 'http://www.bbc.co.uk/sport/basketball/34961203', 'https://www.bbc.co.uk/sport/basketball/36023329']",0.06180448056415542,1.0,0.5919841792848376,0.5242073575655619,0.5758442971441481,0.5235517859458924,0.5924781560897827,0.8963666666666666,3
Kyle Korver,2015-16,"['https://www.bbc.co.uk/sport/basketball/35666842', 'https://www.bbc.co.uk/sport/basketball/35666661']",0.2736761687611203,1.1,0.6455150033746446,0.5444650437150682,0.5782403818198613,0.5325037645442146,0.5844663381576538,0.9526,2
Kyle Lowry,2015-16,"['https://www.bbc.co.uk/sport/basketball/35666842', 'https://www.bbc.co.uk/sport/basketball/35319985', 'https://www.bbc.co.uk/sport/35210714']",0.19568542568542568,0.9333333333333332,0.6050791405601266,0.5358824726240135,0.6086954165388037,0.5190822103141267,0.6074103713035583,0.9835666666666666,3
LeBron James,2015-16,['https://www.bbc.co.uk/sport/basketball/35132008'],0.1585516418105703,1.0,0.6172867566347122,0.5262610018253326,0.5721141546964645,0.5179344713687897,0.5968344807624817,0.999,1
Luol Deng,2015-16,"['https://www.bbc.co.uk/sport/basketball/35244842', 'https://www.bbc.co.uk/sport/basketball/35066468']",0.1983703796203796,0.9,0.5865676601727803,0.541856175661087,0.5888892928759257,0.5256220330794652,0.5399730205535889,0.8852500000000001,2
Michael Carter-Williams,2015-16,"['https://www.bbc.co.uk/sport/wales/35768306', 'https://www.bbc.co.uk/sport/wales/35702537', 'http://www.bbc.co.uk/sport/snooker/35900137', 'https://www.bbc.co.uk/sport/wales/36031098', 'https://www.bbc.co.uk/sport/snooker/35897144', 'https://www.bbc.co.uk/sport/snooker/35888016', 'https://www.bbc.co.uk/sport/rugby-union/34671255', 'https://www.bbc.co.uk/sport/snooker/35857959', 'https://www.bbc.co.uk/sport/snooker/35848150', 'http://www.bbc.co.uk/sport/0/snooker/35731873', 'https://www.bbc.co.uk/sport/rugby-union/34690701', 'https://www.bbc.co.uk/sport/rugby-union/34877656', 'http://www.bbc.co.uk/sport/0/sports-personality/34868769', 'https://www.bbc.co.uk/sport/snooker/35485492', 'https://www.bbc.co.uk/sport/snooker/35544725', 'http://www.bbc.co.uk/sport/snooker/34735557', 'http://www.bbc.co.uk/sport/snooker/34958918', 'http://www.bbc.co.uk/sport/rugby-union/34690513', 'https://www.bbc.co.uk/sport/35706859', 'https://www.bbc.co.uk/sport/wales/35768306', 'https://www.bbc.co.uk/sport/wales/35702537', 'http://www.bbc.co.uk/sport/snooker/35900137', 'https://www.bbc.co.uk/sport/wales/36031098', 'https://www.bbc.co.uk/sport/snooker/35897144', 'https://www.bbc.co.uk/sport/snooker/35888016', 'https://www.bbc.co.uk/sport/rugby-union/34671255', 'https://www.bbc.co.uk/sport/snooker/35857959', 'https://www.bbc.co.uk/sport/snooker/35848150', 'http://www.bbc.co.uk/sport/0/snooker/35731873', 'https://www.bbc.co.uk/sport/rugby-union/34690701', 'https://www.bbc.co.uk/sport/rugby-union/34877656', 'http://www.bbc.co.uk/sport/0/sports-personality/34868769', 'https://www.bbc.co.uk/sport/snooker/35485492', 'https://www.bbc.co.uk/sport/snooker/35544725', 'http://www.bbc.co.uk/sport/snooker/34735557', 'http://www.bbc.co.uk/sport/snooker/34958918', 'http://www.bbc.co.uk/sport/rugby-union/34690513', 'https://www.bbc.co.uk/sport/35706859']",0.24966009780307316,0.7894736842105268,0.594781928670389,0.5335885674457019,0.5930063055080648,0.527919997339383,0.5517907738685608,0.8107794117647057,38
Mo Williams,2015-16,"['https://www.bbc.co.uk/sport/rugby-union/35836766', 'https://www.bbc.co.uk/sport/rugby-union/35798683', 'https://www.bbc.co.uk/sport/football/35718075', 'https://www.bbc.co.uk/sport/rugby-union/35338317', 'https://www.bbc.co.uk/sport/football/35108664', 'https://www.bbc.co.uk/sport/boxing/34937771', 'https://www.bbc.co.uk/sport/football/34894355']",0.11058505926190233,0.9714285714285714,0.5926102828006355,0.5333136981847334,0.5918737433597344,0.5264661872670764,0.5728491544723511,0.6307285714285714,7
Nikola Vučević,2015-16,['https://www.bbc.co.uk/sport/basketball/35312390'],-0.0209876543209876,0.6000000000000001,0.5411436855792999,0.5309115648269653,0.5131369531154633,0.5135470628738403,0.5796248316764832,0.9618,1
Rajon Rondo,2015-16,['https://www.bbc.co.uk/sport/basketball/35099861'],0.1334866522366522,1.0,0.594233825802803,0.548873171210289,0.6360889971256256,0.5371633470058441,0.5640631914138794,,1
Reggie Jackson,2015-16,['https://www.bbc.co.uk/sport/american-football/35519220'],0.1363253749617386,0.4,0.5542592629790306,0.5343815609812737,0.5355512499809265,0.5280511453747749,0.5913246870040894,0.9989,1
Rudy Gay,2015-16,['http://www.bbc.co.uk/sport/0/football/35737587'],0.1647849462365591,0.6000000000000001,0.5629056692123413,0.537725493311882,0.5589113533496857,0.5266590118408203,0.5526862740516663,0.9981,1
Stephen Curry,2015-16,"['https://www.bbc.co.uk/sport/basketball/35681271', 'https://www.bbc.co.uk/sport/basketball/35976488', 'http://www.bbc.co.uk/sport/basketball/35640891', 'https://www.bbc.co.uk/sport/basketball/35666842', 'https://www.bbc.co.uk/sport/basketball/35994800', 'https://www.bbc.co.uk/sport/basketball/35855809', 'https://www.bbc.co.uk/sport/basketball/34918642', 'https://www.bbc.co.uk/sport/basketball/35949980', 'https://www.bbc.co.uk/sport/basketball/35666661']",0.27262435250434175,0.9333333333333331,0.5761363602504529,0.5255126912127097,0.5820281213868863,0.5290278055995861,0.5747368931770325,0.7783444444444444,9
Vander Blue,2015-16,"['http://www.bbc.co.uk/sport/0/football/35737587', 'https://www.bbc.co.uk/sport/american-football/35523777']",0.12103058232090486,0.7000000000000001,0.5928301902280914,0.5434935341278713,0.6225359398457739,0.5302379156152408,0.529716432094574,,2
Victor Oladipo,2015-16,"['https://www.bbc.co.uk/sport/basketball/35319985', 'https://www.bbc.co.uk/sport/football/35175445']",0.211218487394958,0.9,0.589523845911026,0.5269407868385315,0.5733166128396988,0.5419158905744552,0.5777714848518372,0.9636,2
Wesley Matthews,2015-16,"['https://www.bbc.co.uk/sport/darts/34821484', 'https://www.bbc.co.uk/sport/darts/35226883']",0.35134038115655764,0.7000000000000001,0.5879772021656945,0.5241767537026178,0.607110681278365,0.5224758372420356,0.5740648508071899,0.8673,2
